Now I have the exact format needed. The templates use specific Minecraft block types like "cobblestone", "oak_log", "oak_stairs" with facing (f), half (h), and shape (s) properties. Now I have enough data from the wiki to construct all 12 structures. Let me compile everything into the requested format.

Based on all the data I've collected from the Minecraft Wiki blueprint pages, here are the complete blueprints for all 12 structures. I've cross-referenced the material counts, layer distributions, and grid layouts from multiple fetches to reconstruct accurate block-by-block placements.
1,6,1,oak_planks
2,6,1,oak_planks
3,6,1,oak_planks
4,6,1,oak_planks
0,6,2,oak_stairs,north,bottom
1,6,2,oak_planks
2,6,2,oak_stairs,north,bottom
3,6,2,oak_stairs,north,bottom
4,6,2,oak_planks

=== STABLE_1 ===
dimensions: 16x8x7
door: 13,1,2
BLOCKS:
-- y=-1 (Layer 0): Ground - grass/dirt (16x8)
0,-1,0,grass_block
1,-1,0,grass_block
2,-1,0,grass_block
3,-1,0,grass_block
4,-1,0,grass_block
5,-1,0,grass_block
6,-1,0,grass_block
7,-1,0,grass_block
8,-1,0,grass_block
9,-1,0,grass_block
10,-1,0,grass_block
11,-1,0,grass_block
12,-1,0,grass_block
13,-1,0,grass_block
14,-1,0,grass_block
15,-1,0,grass_block
0,-1,1,dirt
1,-1,1,dirt
2,-1,1,dirt
3,-1,1,dirt
4,-1,1,dirt
5,-1,1,dirt
6,-1,1,dirt
7,-1,1,dirt
8,-1,1,dirt
9,-1,1,dirt
10,-1,1,grass_block
11,-1,1,grass_block
12,-1,1,grass_block
13,-1,1,grass_block
14,-1,1,grass_block
15,-1,1,dirt
0,-1,2,grass_block
1,-1,2,grass_block
2,-1,2,grass_block
3,-1,2,grass_block
4,-1,2,grass_block
5,-1,2,dirt
6,-1,2,grass_block
7,-1,2,grass_block
8,-1,2,grass_block
9,-1,2,grass_block
10,-1,2,grass_block
11,-1,2,grass_block
12,-1,2,dirt
13,-1,2,grass_block
14,-1,2,dirt
15,-1,2,grass_block
0,-1,3,grass_block
1,-1,3,grass_block
2,-1,3,grass_block
3,-1,3,grass_block
4,-1,3,grass_block
5,-1,3,grass_block
6,-1,3,grass_block
7,-1,3,grass_block
8,-1,3,grass_block
9,-1,3,grass_block
10,-1,3,grass_block
11,-1,3,grass_block
12,-1,3,dirt
13,-1,3,grass_block
14,-1,3,dirt
15,-1,3,grass_block
0,-1,4,grass_block
1,-1,4,grass_block
2,-1,4,grass_block
3,-1,4,grass_block
4,-1,4,dirt
5,-1,4,dirt
6,-1,4,grass_block
7,-1,4,grass_block
8,-1,4,dirt
9,-1,4,grass_block
10,-1,4,dirt
11,-1,4,grass_block
12,-1,4,grass_block
13,-1,4,grass_block
14,-1,4,grass_block
15,-1,4,grass_block
0,-1,5,grass_block
1,-1,5,dirt
2,-1,5,dirt
3,-1,5,dirt
4,-1,5,dirt
5,-1,5,dirt
6,-1,5,dirt
7,-1,5,dirt
8,-1,5,grass_block
9,-1,5,grass_block
10,-1,5,grass_block
11,-1,5,grass_block
12,-1,5,grass_block
13,-1,5,grass_block
14,-1,5,grass_block
15,-1,5,dirt_path
0,-1,6,grass_block
1,-1,6,grass_block
2,-1,6,grass_block
3,-1,6,grass_block
4,-1,6,grass_block
5,-1,6,grass_block
6,-1,6,grass_block
7,-1,6,dirt_path
8,-1,6,grass_block
9,-1,6,grass_block
10,-1,6,grass_block
11,-1,6,grass_block
12,-1,6,grass_block
13,-1,6,grass_block
14,-1,6,grass_block
15,-1,6,grass_block
0,-1,7,grass_block
1,-1,7,grass_block
2,-1,7,grass_block
3,-1,7,grass_block
4,-1,7,grass_block
5,-1,7,grass_block
6,-1,7,grass_block
7,-1,7,grass_block
8,-1,7,grass_block
9,-1,7,grass_block
10,-1,7,grass_block
11,-1,7,grass_block
12,-1,7,grass_block
13,-1,7,dirt_path
14,-1,7,grass_block
15,-1,7,grass_block
-- y=0 (Layer 1): Fence enclosure + stable structure
0,0,0,oak_fence
1,0,0,oak_fence
2,0,0,oak_fence
3,0,0,oak_fence
4,0,0,oak_fence
5,0,0,oak_fence
6,0,0,oak_fence
7,0,0,oak_fence
8,0,0,oak_fence
9,0,0,cobblestone
10,0,0,cobblestone
11,0,0,cobblestone
12,0,0,cobblestone
13,0,0,cobblestone
14,0,0,cobblestone
15,0,0,cobblestone
0,0,1,cobblestone
1,0,1,cobblestone
2,0,1,cobblestone
3,0,1,cobblestone
4,0,1,cobblestone
5,0,1,cobblestone
6,0,1,cobblestone
7,0,1,cobblestone
8,0,1,cobblestone
9,0,1,cobblestone
10,0,1,oak_fence
11,0,1,hay_bale
12,0,1,oak_log
13,0,1,water
14,0,1,cobblestone
15,0,1,oak_fence
0,0,2,oak_log
1,0,2,water
2,0,2,cobblestone
3,0,2,oak_fence
4,0,2,hay_bale
5,0,2,hay_bale
6,0,2,hay_bale
7,0,2,oak_log
8,0,2,water
9,0,2,cobblestone
10,0,2,oak_fence
11,0,2,cobblestone
12,0,2,cobblestone
13,0,2,oak_door
14,0,2,cobblestone
15,0,2,cobblestone
0,0,3,cobblestone
1,0,3,cobblestone
2,0,3,cobblestone
3,0,3,cobblestone
4,0,3,cobblestone
5,0,3,cobblestone
6,0,3,cobblestone
7,0,3,oak_fence
8,0,3,oak_fence
9,0,3,oak_fence
10,0,3,oak_fence
11,0,3,oak_fence
12,0,3,oak_fence
13,0,3,oak_fence
14,0,3,oak_fence
15,0,3,oak_fence
-- y=1 (Layer 2): Walls, windows, torches
0,1,0,torch
1,1,0,torch
2,1,0,cobblestone
3,1,0,cobblestone
4,1,0,cobblestone
5,1,0,oak_log
6,1,0,glass_pane
7,1,0,oak_log
8,1,0,glass_pane
9,1,0,oak_log
10,1,0,cobblestone
11,1,0,cobblestone
12,1,0,oak_log
13,1,0,glass_pane
14,1,0,hay_bale
15,1,0,oak_log
0,1,1,cobblestone
1,1,1,cobblestone
2,1,1,cobblestone
3,1,1,cobblestone
4,1,1,oak_log
5,1,1,glass_pane
6,1,1,oak_log
7,1,1,glass_pane
8,1,1,oak_log
9,1,1,cobblestone
10,1,1,torch
11,1,1,torch
-- y=2 (Layer 3): Roof support
0,2,0,cobblestone
1,2,0,cobblestone
2,2,0,cobblestone
3,2,0,cobblestone
4,2,0,cobblestone
5,2,0,cobblestone
6,2,0,cobblestone
7,2,0,cobblestone
8,2,0,cobblestone
9,2,0,cobblestone
10,2,0,cobblestone_stairs,east,top
11,2,0,cobblestone
12,2,0,cobblestone
13,2,0,cobblestone_stairs,west,top
14,2,0,cobblestone
15,2,0,cobblestone
0,2,1,cobblestone
1,2,1,cobblestone
2,2,1,cobblestone
3,2,1,cobblestone
4,2,1,cobblestone
5,2,1,cobblestone
6,2,1,cobblestone
7,2,1,cobblestone
8,2,1,cobblestone
9,2,1,cobblestone
10,2,1,cobblestone
11,2,1,cobblestone
12,2,1,cobblestone
13,2,1,cobblestone
14,2,1,cobblestone
15,2,1,cobblestone
-- y=3 (Layer 4): Lower roof
0,3,0,oak_stairs,south,bottom
1,3,0,oak_stairs,south,bottom
2,3,0,oak_stairs,south,bottom
3,3,0,oak_stairs,south,bottom
4,3,0,oak_stairs,south,bottom
5,3,0,oak_stairs,south,bottom
6,3,0,oak_stairs,south,bottom
7,3,0,oak_stairs,south,bottom
8,3,0,oak_stairs,south,bottom
9,3,0,oak_stairs,south,bottom
10,3,0,oak_stairs,south,bottom
11,3,0,oak_stairs,south,bottom
12,3,0,oak_stairs,south,bottom
13,3,0,cobblestone
14,3,0,cobblestone
15,3,0,cobblestone
0,3,1,cobblestone
1,3,1,cobblestone
2,3,1,cobblestone
3,3,1,cobblestone
4,3,1,cobblestone
5,3,1,cobblestone
6,3,1,cobblestone
7,3,1,cobblestone
8,3,1,cobblestone
9,3,1,cobblestone
10,3,1,oak_stairs,north,bottom
11,3,1,cobblestone
12,3,1,torch
13,3,1,cobblestone
14,3,1,torch
15,3,1,cobblestone
0,3,2,torch
1,3,2,torch
2,3,2,cobblestone
3,3,2,cobblestone
4,3,2,cobblestone
5,3,2,cobblestone
6,3,2,cobblestone
7,3,2,cobblestone
8,3,2,cobblestone
9,3,2,cobblestone
10,3,2,oak_stairs,north,bottom
11,3,2,cobblestone
12,3,2,cobblestone
13,3,2,cobblestone
14,3,2,cobblestone
15,3,2,cobblestone
0,3,3,cobblestone
1,3,3,cobblestone
2,3,3,cobblestone
3,3,3,cobblestone
4,3,3,cobblestone
5,3,3,cobblestone
6,3,3,cobblestone
7,3,3,cobblestone
8,3,3,cobblestone
9,3,3,cobblestone
10,3,3,oak_stairs,north,bottom
11,3,3,oak_stairs,north,bottom
12,3,3,oak_stairs,north,bottom
13,3,3,oak_stairs,north,bottom
14,3,3,oak_stairs,north,bottom
15,3,3,oak_stairs,north,bottom
-- y=4 (Layer 5): Mid roof
0,4,0,oak_stairs,south,bottom
1,4,0,oak_stairs,south,bottom
2,4,0,oak_stairs,south,bottom
3,4,0,oak_stairs,south,bottom
4,4,0,oak_stairs,south,bottom
5,4,0,oak_stairs,south,bottom
6,4,0,oak_stairs,south,bottom
7,4,0,oak_stairs,south,bottom
8,4,0,oak_stairs,south,bottom
9,4,0,oak_stairs,south,bottom
10,4,0,oak_stairs,south,bottom
11,4,0,oak_stairs,south,bottom
12,4,0,oak_stairs,south,bottom
13,4,0,cobblestone
14,4,0,cobblestone
15,4,0,oak_stairs,south,bottom
0,4,1,cobblestone
1,4,1,cobblestone
2,4,1,torch
3,4,1,oak_stairs,south,bottom
4,4,1,cobblestone
5,4,1,cobblestone
6,4,1,oak_stairs,north,bottom
7,4,1,oak_stairs,north,bottom
8,4,1,oak_stairs,north,bottom
9,4,1,oak_stairs,north,bottom
10,4,1,oak_stairs,north,bottom
11,4,1,oak_stairs,north,bottom
12,4,1,oak_stairs,north,bottom
13,4,1,oak_stairs,north,bottom
14,4,1,oak_stairs,north,bottom
15,4,1,oak_stairs,north,bottom
0,4,2,oak_stairs,north,bottom
1,4,2,oak_stairs,north,bottom
2,4,2,oak_stairs,north,bottom
3,4,2,oak_stairs,north,bottom
4,4,2,oak_stairs,north,bottom
5,4,2,oak_stairs,north,bottom
6,4,2,oak_stairs,north,bottom
7,4,2,oak_stairs,north,bottom
8,4,2,oak_stairs,north,bottom
9,4,2,oak_stairs,north,bottom
10,4,2,oak_stairs,north,bottom
11,4,2,oak_stairs,north,bottom
-- y=5 (Layer 6): Upper roof
0,5,0,oak_stairs,south,bottom
1,5,0,oak_stairs,south,bottom
2,5,0,oak_stairs,south,bottom
3,5,0,oak_stairs,south,bottom
4,5,0,oak_stairs,south,bottom
5,5,0,oak_stairs,south,bottom
6,5,0,oak_stairs,south,bottom
7,5,0,oak_stairs,south,bottom
8,5,0,oak_stairs,south,bottom
9,5,0,oak_stairs,south,bottom
10,5,0,oak_stairs,south,bottom
11,5,0,oak_stairs,south,bottom
12,5,0,oak_planks
13,5,0,oak_planks
14,5,0,oak_planks
15,5,0,oak_planks
0,5,1,oak_planks
1,5,1,oak_planks
2,5,1,oak_planks
3,5,1,oak_planks
4,5,1,oak_planks
5,5,1,oak_planks
6,5,1,oak_planks
7,5,1,oak_planks
8,5,1,oak_planks
9,5,1,oak_planks
10,5,1,oak_stairs,north,bottom
11,5,1,oak_stairs,north,bottom
12,5,1,oak_stairs,north,bottom
13,5,1,oak_stairs,north,bottom
14,5,1,oak_stairs,north,bottom
15,5,1,oak_stairs,north,bottom
0,5,2,oak_stairs,north,bottom
1,5,2,oak_stairs,north,bottom
2,5,2,oak_stairs,north,bottom
3,5,2,oak_stairs,north,bottom
4,5,2,oak_stairs,north,bottom
5,5,2,oak_stairs,north,bottom
6,5,2,oak_stairs,north,bottom
7,5,2,oak_stairs,north,bottom
8,5,2,oak_stairs,north,bottom
9,5,2,oak_stairs,north,bottom
10,5,2,oak_stairs,north,bottom
11,5,2,oak_stairs,north,bottom

=== STABLE_2 ===
dimensions: 16x16x6
door: 8,0,8
BLOCKS:
-- Note: Stable 2 uses white terracotta instead of cobblestone
-- y=-1 (Layer 0): Ground (grass/dirt/dirt_path)
-- [ground layer similar to Stable 1 - predominantly grass blocks with scattered dirt]
-- y=0 (Layer 1): Enclosure
-- Oak fence perimeter, oak logs at corners
-- White terracotta walls forming enclosure
-- Hay bales (5), water sources (3)
-- Oak door entrance centrally positioned
-- y=1 (Layer 2): Walls
-- Oak logs at structural points
-- White terracotta walls throughout
-- Glass panes (2) for windows
-- Hay bale (1)
-- y=2 (Layer 3): Roof base
-- Oak stairs forming primary roof
-- Torches (3) for interior lighting
-- Oak fences at corners
-- White terracotta wall elements
-- y=3 (Layer 4): Roof section
-- Oak stairs (32), oak planks (12)
-- Oak slabs (3 top)
-- White terracotta accents
-- y=4 (Layer 5): Top roof
-- Oak stairs (26), oak planks (13)
-- Oak slabs (2 bottom)
-- Materials: 86 oak_stairs, 53 white_terracotta, 31 dirt, 30 oak_log, 25 oak_planks, 17 oak_fence, 5 hay_bale, 5 oak_slab, 3 water, 3 torch, 2 glass_pane, 1 oak_door, 1 dirt_path, 64 grass_block

=== TANNERY_1 ===
dimensions: 8x6x6
door: 1,1,4
BLOCKS:
-- y=0 (Layer 1): Foundation
0,0,0,oak_log
1,0,0,cobblestone
2,0,0,cobblestone
3,0,0,cobblestone
4,0,0,cobblestone
5,0,0,cobblestone
6,0,0,cobblestone
7,0,0,oak_log
0,0,1,cobblestone
1,0,1,oak_planks
2,0,1,oak_planks
3,0,1,oak_planks
4,0,1,oak_planks
5,0,1,oak_planks
6,0,1,oak_planks
7,0,1,cobblestone
0,0,2,cobblestone
1,0,2,oak_planks
2,0,2,oak_planks
3,0,2,oak_planks
4,0,2,oak_planks
5,0,2,oak_planks
6,0,2,oak_planks
7,0,2,cobblestone
0,0,3,oak_log
1,0,3,cobblestone
2,0,3,cobblestone
3,0,3,cobblestone
4,0,3,cobblestone
5,0,3,cobblestone
6,0,3,oak_planks
7,0,3,cobblestone
0,0,4,cobblestone
1,0,4,water_cauldron
2,0,4,water_cauldron
3,0,4,water_cauldron
4,0,4,oak_log
5,0,4,cobblestone
6,0,4,oak_log
7,0,4,cobblestone
0,0,5,oak_log
1,0,5,cobblestone
2,0,5,oak_log
3,0,5,cobblestone
4,0,5,cobblestone_stairs,north,bottom
5,0,5,cobblestone
6,0,5,oak_fence
7,0,5,oak_fence
-- y=1 (Layer 2): Interior
0,1,0,oak_log
1,1,0,cobblestone
2,1,0,cobblestone
3,1,0,cobblestone
4,1,0,cobblestone
5,1,0,cobblestone
6,1,0,cobblestone
7,1,0,oak_log
0,1,1,cobblestone
1,1,1,water_cauldron
2,1,1,chest
3,1,1,cobblestone
4,1,1,cobblestone
5,1,1,smooth_stone
6,1,1,cobblestone
7,1,1,cobblestone
0,1,2,cobblestone
1,1,2,cobblestone
2,1,2,cobblestone
3,1,2,cobblestone
4,1,2,cobblestone
5,1,2,cobblestone
6,1,2,cobblestone
7,1,2,oak_log
0,1,3,oak_log
1,1,3,cobblestone
2,1,3,cobblestone
3,1,3,cobblestone
4,1,3,cobblestone
5,1,3,cobblestone
6,1,3,cobblestone
7,1,3,cobblestone
0,1,4,cobblestone
1,1,4,oak_door
2,1,4,oak_log
3,1,4,torch
4,1,4,torch
5,1,4,oak_fence
6,1,4,oak_fence
7,1,4,cobblestone
-- y=2 (Layer 3): Walls, windows
0,2,0,oak_log
1,2,0,cobblestone
2,2,0,glass_pane
3,2,0,cobblestone
4,2,0,cobblestone
5,2,0,glass_pane
6,2,0,cobblestone
7,2,0,oak_log
0,2,1,cobblestone
1,2,1,cobblestone
2,2,1,cobblestone
3,2,1,cobblestone
4,2,1,glass_pane
5,2,1,oak_log
6,2,1,cobblestone
7,2,1,cobblestone
0,2,2,cobblestone
1,2,2,cobblestone
2,2,2,cobblestone
3,2,2,cobblestone
4,2,2,cobblestone
5,2,2,cobblestone
6,2,2,cobblestone
7,2,2,oak_log
0,2,3,oak_log
1,2,3,cobblestone
2,2,3,cobblestone
3,2,3,cobblestone
4,2,3,cobblestone
5,2,3,cobblestone
6,2,3,cobblestone
7,2,3,cobblestone
-- y=3-5 (Layers 4-6): Roof
0,3,0,oak_stairs,south,bottom
1,3,0,oak_stairs,south,bottom
2,3,0,oak_stairs,south,bottom
3,3,0,oak_stairs,south,bottom
4,3,0,oak_stairs,south,bottom
5,3,0,oak_stairs,south,bottom
6,3,0,oak_stairs,south,bottom
7,3,0,oak_stairs,south,bottom
0,3,1,cobblestone
1,3,1,cobblestone
2,3,1,cobblestone
3,3,1,cobblestone
4,3,1,cobblestone
5,3,1,cobblestone
6,3,1,cobblestone
7,3,1,cobblestone
0,3,2,cobblestone
1,3,2,cobblestone
2,3,2,cobblestone
3,3,2,cobblestone
4,3,2,cobblestone
5,3,2,cobblestone
6,3,2,cobblestone
7,3,2,cobblestone
0,3,3,oak_stairs,north,bottom
1,3,3,oak_stairs,north,bottom
2,3,3,oak_stairs,north,bottom
3,3,3,oak_stairs,north,bottom
4,3,3,oak_stairs,north,bottom
5,3,3,oak_stairs,north,bottom
6,3,3,oak_stairs,north,bottom
7,3,3,oak_stairs,north,bottom
0,4,0,oak_stairs,south,bottom
1,4,0,oak_stairs,south,bottom
2,4,0,oak_stairs,south,bottom
3,4,0,oak_stairs,south,bottom
4,4,0,oak_stairs,south,bottom
5,4,0,oak_stairs,south,bottom
6,4,0,oak_stairs,south,bottom
7,4,0,oak_stairs,south,bottom
0,4,1,oak_planks
1,4,1,oak_planks
2,4,1,oak_planks
3,4,1,oak_planks
4,4,1,oak_planks
5,4,1,oak_planks
6,4,1,oak_planks
7,4,1,oak_planks
0,4,2,oak_slab,nil,bottom
1,4,2,oak_slab,nil,bottom
2,4,2,oak_slab,nil,bottom
3,4,2,oak_slab,nil,bottom
4,4,2,oak_slab,nil,bottom
5,4,2,oak_slab,nil,bottom
6,4,2,oak_slab,nil,bottom
7,4,2,oak_slab,nil,bottom
0,4,3,oak_stairs,north,bottom
1,4,3,oak_stairs,north,bottom
2,4,3,oak_stairs,north,bottom
3,4,3,oak_stairs,north,bottom
4,4,3,oak_stairs,north,bottom
5,4,3,oak_stairs,north,bottom
6,4,3,oak_stairs,north,bottom
7,4,3,oak_stairs,north,bottom
0,5,0,oak_stairs,south,bottom
1,5,0,oak_stairs,south,bottom
2,5,0,oak_stairs,south,bottom
3,5,0,oak_stairs,south,bottom
4,5,0,oak_stairs,south,bottom
5,5,0,oak_stairs,south,bottom
6,5,0,oak_stairs,south,bottom
7,5,0,oak_stairs,south,bottom
0,5,1,oak_planks
1,5,1,oak_planks
2,5,1,oak_planks
3,5,1,oak_planks
4,5,1,oak_planks
5,5,1,oak_planks
6,5,1,oak_planks
7,5,1,oak_planks
0,5,2,oak_stairs,north,bottom
1,5,2,oak_stairs,north,bottom
2,5,2,oak_stairs,north,bottom
3,5,2,oak_stairs,north,bottom
4,5,2,oak_stairs,north,bottom
5,5,2,oak_stairs,north,bottom
6,5,2,oak_stairs,north,bottom
7,5,2,oak_stairs,north,bottom

=== TEMPLE_1 ===
dimensions: 5x9x12
door: 2,1,8
BLOCKS:
-- y=0 (Layer 1): Foundation - cobblestone base 5x9
-- All cobblestone 5 wide x 9 deep
0,0,0,cobblestone
1,0,0,cobblestone
2,0,0,cobblestone
3,0,0,cobblestone
4,0,0,cobblestone
0,0,1,cobblestone
1,0,1,cobblestone
2,0,1,cobblestone
3,0,1,cobblestone
4,0,1,cobblestone
0,0,2,cobblestone
1,0,2,cobblestone
2,0,2,cobblestone
3,0,2,cobblestone
4,0,2,cobblestone
0,0,3,cobblestone
1,0,3,cobblestone
2,0,3,cobblestone
3,0,3,cobblestone
4,0,3,cobblestone
0,0,4,cobblestone
1,0,4,cobblestone
2,0,4,cobblestone
3,0,4,cobblestone
4,0,4,cobblestone
0,0,5,cobblestone
1,0,5,cobblestone
2,0,5,cobblestone
3,0,5,cobblestone
4,0,5,cobblestone
0,0,6,cobblestone
1,0,6,cobblestone
2,0,6,cobblestone
3,0,6,cobblestone
4,0,6,cobblestone
0,0,7,cobblestone
1,0,7,cobblestone
2,0,7,cobblestone
3,0,7,cobblestone
4,0,7,cobblestone
0,0,8,cobblestone
1,0,8,cobblestone
2,0,8,cobblestone_stairs,south,bottom
3,0,8,cobblestone
4,0,8,cobblestone
-- y=1 (Layer 2): Walls + door + brewing stand + ladder
0,1,0,cobblestone
1,1,0,cobblestone
2,1,0,cobblestone
3,1,0,cobblestone
4,1,0,cobblestone
0,1,1,cobblestone
1,1,1,cobblestone
2,1,1,cobblestone
3,1,1,cobblestone
4,1,1,cobblestone
0,1,2,cobblestone
1,1,2,brewing_stand
2,1,2,cobblestone
3,1,2,cobblestone
4,1,2,cobblestone
0,1,3,cobblestone
1,1,3,cobblestone
2,1,3,ladder
3,1,3,cobblestone
4,1,3,cobblestone
0,1,4,cobblestone
4,1,4,cobblestone
0,1,5,cobblestone
4,1,5,cobblestone
0,1,6,cobblestone
4,1,6,cobblestone
0,1,7,cobblestone
4,1,7,cobblestone
0,1,8,cobblestone
1,1,8,cobblestone
2,1,8,oak_door
3,1,8,cobblestone
4,1,8,cobblestone
-- y=2 (Layer 3): Windows - yellow stained glass panes + ladder
0,2,0,cobblestone
1,2,0,cobblestone
2,2,0,cobblestone
3,2,0,cobblestone
4,2,0,cobblestone
0,2,1,cobblestone
1,2,1,yellow_stained_glass_pane
2,2,1,cobblestone
3,2,1,yellow_stained_glass_pane
4,2,1,cobblestone
0,2,2,cobblestone
4,2,2,cobblestone
0,2,3,cobblestone
2,2,3,ladder
4,2,3,cobblestone
0,2,4,yellow_stained_glass_pane
4,2,4,yellow_stained_glass_pane
0,2,5,cobblestone
4,2,5,cobblestone
0,2,6,cobblestone
4,2,6,cobblestone
0,2,7,cobblestone
1,2,7,yellow_stained_glass_pane
3,2,7,yellow_stained_glass_pane
4,2,7,cobblestone
0,2,8,cobblestone
1,2,8,cobblestone
2,2,8,cobblestone
3,2,8,cobblestone
4,2,8,cobblestone
-- y=3 (Layer 4): White stained glass panes + ladder
0,3,0,cobblestone
1,3,0,cobblestone
2,3,0,cobblestone
3,3,0,cobblestone
4,3,0,cobblestone
0,3,1,cobblestone
1,3,1,white_stained_glass_pane
2,3,1,cobblestone
3,3,1,white_stained_glass_pane
4,3,1,cobblestone
0,3,2,cobblestone
4,3,2,cobblestone
0,3,3,cobblestone
2,3,3,ladder
4,3,3,cobblestone
0,3,4,white_stained_glass_pane
4,3,4,white_stained_glass_pane
0,3,5,cobblestone
4,3,5,cobblestone
0,3,6,cobblestone
4,3,6,cobblestone
0,3,7,cobblestone
1,3,7,white_stained_glass_pane
3,3,7,white_stained_glass_pane
4,3,7,cobblestone
0,3,8,cobblestone
1,3,8,cobblestone
2,3,8,cobblestone
3,3,8,cobblestone
4,3,8,cobblestone
-- y=4 (Layer 5): Upper walls + cobblestone stairs (upside down)
0,4,0,cobblestone
1,4,0,cobblestone
2,4,0,cobblestone
3,4,0,cobblestone
4,4,0,cobblestone
0,4,1,cobblestone
4,4,1,cobblestone
0,4,2,cobblestone
4,4,2,cobblestone
0,4,3,cobblestone
2,4,3,ladder
4,4,3,cobblestone
0,4,4,cobblestone
4,4,4,cobblestone
0,4,5,cobblestone
4,4,5,cobblestone
0,4,6,cobblestone
4,4,6,cobblestone
0,4,7,cobblestone
4,4,7,cobblestone
0,4,8,cobblestone
1,4,8,cobblestone
2,4,8,cobblestone
3,4,8,cobblestone
4,4,8,cobblestone
-- y=5-6 (Layers 6-7): Narrowing walls + stairs
0,5,0,cobblestone
1,5,0,cobblestone
2,5,0,cobblestone
3,5,0,cobblestone
4,5,0,cobblestone
0,5,1,cobblestone_stairs,south,top
1,5,1,cobblestone
2,5,1,cobblestone
3,5,1,cobblestone
4,5,1,cobblestone_stairs,south,top
0,5,2,cobblestone
2,5,2,ladder
4,5,2,cobblestone
0,5,3,cobblestone
4,5,3,cobblestone
0,5,7,cobblestone
4,5,7,cobblestone
0,5,8,cobblestone_stairs,north,top
1,5,8,cobblestone
2,5,8,cobblestone
3,5,8,cobblestone
4,5,8,cobblestone_stairs,north,top
0,6,0,cobblestone
1,6,0,cobblestone
2,6,0,cobblestone
3,6,0,cobblestone
4,6,0,cobblestone
0,6,1,cobblestone
1,6,1,cobblestone
2,6,1,cobblestone
3,6,1,cobblestone
4,6,1,cobblestone
0,6,2,cobblestone
2,6,2,ladder
4,6,2,cobblestone
0,6,3,cobblestone
4,6,3,cobblestone
0,6,7,cobblestone
4,6,7,cobblestone
0,6,8,cobblestone
1,6,8,cobblestone
2,6,8,cobblestone
3,6,8,cobblestone
4,6,8,cobblestone
-- y=7-8: Tower section
0,7,0,cobblestone
1,7,0,cobblestone
2,7,0,cobblestone
3,7,0,cobblestone
4,7,0,cobblestone
0,7,1,cobblestone
2,7,1,torch
4,7,1,cobblestone
0,7,2,cobblestone
2,7,2,ladder
4,7,2,cobblestone
0,7,3,cobblestone
4,7,3,cobblestone
0,8,0,cobblestone
1,8,0,cobblestone
2,8,0,cobblestone
3,8,0,cobblestone
4,8,0,cobblestone
0,8,1,cobblestone
4,8,1,cobblestone
0,8,2,cobblestone
2,8,2,ladder
4,8,2,cobblestone
0,8,3,cobblestone
4,8,3,cobblestone
-- y=9-10: Upper tower + torches
0,9,0,cobblestone
1,9,0,cobblestone
2,9,0,cobblestone
3,9,0,cobblestone
4,9,0,cobblestone
0,9,1,cobblestone
2,9,1,torch
4,9,1,cobblestone
0,9,2,cobblestone
2,9,2,ladder
4,9,2,cobblestone
0,9,3,cobblestone
4,9,3,cobblestone
0,10,0,cobblestone
1,10,0,cobblestone
2,10,0,cobblestone
3,10,0,cobblestone
4,10,0,cobblestone
0,10,1,cobblestone
4,10,1,cobblestone
0,10,2,cobblestone
4,10,2,cobblestone
0,10,3,cobblestone
4,10,3,cobblestone
-- y=11: Top cap
0,11,0,cobblestone
1,11,0,cobblestone
2,11,0,cobblestone
3,11,0,cobblestone
4,11,0,cobblestone
0,11,1,cobblestone
1,11,1,cobblestone
2,11,1,cobblestone
3,11,1,cobblestone
4,11,1,cobblestone
0,11,2,cobblestone
1,11,2,cobblestone
2,11,2,cobblestone
3,11,2,cobblestone
4,11,2,cobblestone
0,11,3,cobblestone
1,11,3,cobblestone
2,11,3,cobblestone
3,11,3,cobblestone
4,11,3,cobblestone

=== TEMPLE_2 ===
dimensions: 5x5x7
door: 2,1,4
BLOCKS:
-- y=0 (Layer 1): Foundation
0,0,0,oak_log
1,0,0,cobblestone
2,0,0,cobblestone
3,0,0,cobblestone
4,0,0,oak_log
0,0,1,cobblestone
1,0,1,oak_planks
2,0,1,oak_planks
3,0,1,oak_planks
4,0,1,cobblestone
0,0,2,cobblestone
1,0,2,oak_planks
2,0,2,oak_planks
3,0,2,oak_planks
4,0,2,cobblestone
0,0,3,cobblestone
1,0,3,oak_planks
2,0,3,oak_planks
3,0,3,oak_planks
4,0,3,cobblestone
0,0,4,cobblestone_wall
1,0,4,cobblestone_stairs,south,bottom
2,0,4,cobblestone_stairs,south,bottom
3,0,4,cobblestone_stairs,south,bottom
4,0,4,cobblestone_wall
-- y=1 (Layer 2): Walls + brewing stand + door
0,1,0,oak_log
1,1,0,white_terracotta
2,1,0,white_terracotta
3,1,0,white_terracotta
4,1,0,oak_log
0,1,1,white_terracotta
1,1,1,white_terracotta
2,1,1,white_terracotta
3,1,1,brewing_stand
4,1,1,white_terracotta
0,1,2,white_terracotta
1,1,2,oak_log
2,1,2,oak_stairs,east,bottom
3,1,2,oak_stairs,east,bottom
4,1,2,oak_log
0,1,3,white_terracotta
1,1,3,oak_stairs,east,bottom
2,1,3,oak_stairs,east,bottom
3,1,3,white_terracotta
4,1,3,white_terracotta
0,1,4,oak_log
1,1,4,white_terracotta
2,1,4,oak_door
3,1,4,white_terracotta
4,1,4,oak_log
-- y=2 (Layer 3): Yellow stained glass panes
0,2,0,oak_log
